Key,Hidden_Gem_Score,IMDb_Score,Rotten_Tomatoes_Score,Metacritic_Score,Title,Release Date,Box_Office_Earnings
3422,30.0,67.0,59.0,53.0,Hysteria,2011-12-14,1800000.0
3423,28.0,65.0,52.0,51.0,I,1999-05-19,474544677.0
3424,57.0,75.0,36.0,38.0,I Am,2011-02-01,1591034.0
3427,64.0,72.0,64.0,55.0,I Am Ali,2014-11-28,7205.0
3428,78.0,76.0,96.0,70.0,I Am Divine,2014-04-01,81497.0
3431,34.0,72.0,68.0,65.0,I Am Legend,2007-12-14,256393010.0
3437,45.0,79.0,99.0,95.0,I Am Not Your Negro,2017-02-17,7123919.0
3442,28.0,73.0,63.0,30.0,I Can Only Imagine,2018-03-16,83482352.0
3444,50.0,69.0,79.0,63.0,I Capture the Castle,2003-08-08,1179035.0
3448,17.0,49.0,17.0,38.0,I Dont Know How She Does It,2011-09-16,9662284.0
3449,23.0,55.0,35.0,48.0,I Feel Pretty,2018-04-20,48795601.0
3451,26.0,57.0,51.0,50.0,I Give It a Year,2013-02-08,34657.0
3455,25.0,57.0,43.0,52.0,I Know What You Did Last Summer,1997-10-17,72586134.0
3457,34.0,66.0,71.0,65.0,I Love You Phillip Morris,2011-01-07,2037459.0
3459,37.0,70.0,83.0,70.0,"I Love You, Man",2009-03-20,71440011.0
3462,19.0,59.0,15.0,37.0,I Now Pronounce You Chuck and Larry,2007-07-20,120059556.0
3465,20.0,63.0,32.0,27.0,I Spit on Your Grave,2011-01-20,93051.0
3466,24.0,54.0,57.0,35.0,I Spy,2002-11-01,33561137.0
3467,12.0,47.0,7.0,21.0,I Still Know What You Did Last Summer,1998-11-13,40002112.0
3471,82.0,60.0,82.0,71.0,I Will Follow,2010-09-18,135809.0
3472,42.0,79.0,92.0,78.0,"I, Daniel Blake",2017-06-09,260354.0
3473,14.0,51.0,5.0,30.0,"I, Frankenstein",2014-01-24,19075290.0
3476,40.0,75.0,90.0,77.0,"I, Tonya",2018-01-19,30014539.0
3482,35.0,75.0,77.0,60.0,Ice Age,2002-03-15,176387405.0
3483,25.0,65.0,37.0,49.0,Ice Age: Continental Drift,2012-07-13,161321843.0
3484,27.0,69.0,46.0,50.0,Ice Age: Dawn of the Dinosaurs,2009-07-01,196573705.0
3485,31.0,68.0,57.0,60.0,Ice Age: The Meltdown,2006-03-31,195330621.0
3487,39.0,67.0,85.0,81.0,Ich Seh Ich Seh,2015-09-11,1178196.0
3488,32.0,70.0,65.0,55.0,Ichi the Killer,2001-12-22,20285.0
3489,28.0,65.0,52.0,51.0,Id like to Borrow a Girlfriend,1999-05-19,474544677.0
3492,33.0,73.0,62.0,64.0,Identity,2003-04-25,52159536.0
3494,19.0,57.0,19.0,35.0,Identity Thief,2013-02-08,134506920.0
3498,42.0,71.0,95.0,87.0,If Beale Street Could Talk,2018-12-25,14915773.0
3503,23.0,60.0,39.0,40.0,Igor,2008-09-19,19528602.0
3505,41.0,73.0,92.0,81.0,Il Divo,2008-05-28,240159.0
3510,28.0,65.0,52.0,51.0,Ill Always Know What You Did Last Summer,1999-05-19,474544677.0
3512,71.0,73.0,100.0,85.0,Ilo Ilo,2013-08-29,56773.0
3514,28.0,65.0,52.0,51.0,Im Brent Morin,1999-05-19,474544677.0
3515,28.0,65.0,52.0,51.0,Im Home,1999-05-19,474544677.0
3516,28.0,65.0,52.0,51.0,Im Leaving Now,1999-05-19,474544677.0
3517,28.0,65.0,52.0,51.0,Im losing it,1999-05-19,474544677.0
3518,28.0,65.0,52.0,51.0,Im No Longer Here,1999-05-19,474544677.0
3520,28.0,65.0,52.0,51.0,Im Not Ready for Christmas,1999-05-19,474544677.0
3521,36.0,69.0,77.0,73.0,Im Not There,2007-12-07,4017609.0
3522,27.0,56.0,49.0,55.0,Im So Excited,2013-03-08,1368119.0
3524,28.0,65.0,52.0,51.0,Im Standing on a Million Lives,1999-05-19,474544677.0
3525,28.0,65.0,52.0,51.0,Im Thinking of Ending Things,1999-05-19,474544677.0
3526,28.0,65.0,52.0,51.0,Im with the Band: Nasty Cherry,1999-05-19,474544677.0
3528,25.0,56.0,41.0,54.0,Imagine That,2009-06-12,16123323.0
3532,25.0,60.0,46.0,46.0,Immortals,2011-11-11,83504017.0
3538,33.0,60.0,77.0,64.0,In a Valley of Violence,2016-10-21,61797.0
3542,38.0,79.0,84.0,67.0,In Bruges,2008-02-29,7800824.0
3545,39.0,73.0,88.0,74.0,In Darkness,2012-01-05,1041455.0
3548,33.0,64.0,75.0,60.0,In Her Shoes,2005-10-07,32880591.0
3552,22.0,53.0,33.0,46.0,In the Cut,2003-10-31,4750602.0
3554,26.0,69.0,42.0,47.0,In the Heart of the Sea,2015-12-11,25020758.0
3555,40.0,72.0,96.0,74.0,In the Line of Fire,1993-07-09,102314823.0
3556,68.0,66.0,77.0,52.0,In the Name of,2013-09-20,9883.0
3557,10.0,38.0,4.0,15.0,In the Name of the King: A Dungeon Siege Tale,2008-01-11,4775656.0
3565,26.0,67.0,36.0,53.0,In Time,2011-10-28,37520095.0
3570,42.0,88.0,87.0,74.0,Inception,2010-07-16,292576195.0
3573,22.0,60.0,35.0,35.0,Indecent Proposal,1993-04-07,106614059.0
3574,33.0,70.0,67.0,59.0,Independence Day,1996-07-03,306169268.0
3575,19.0,52.0,30.0,32.0,Independence Day: Resurgence,2016-06-24,103144286.0
3578,34.0,61.0,78.0,65.0,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-22,317101119.0
3579,39.0,82.0,88.0,65.0,Indiana Jones and the Last Crusade,1989-05-24,197171806.0
3580,44.0,84.0,95.0,85.0,Indiana Jones and the Raiders of the Lost Ark,1981-06-12,248159971.0
3581,36.0,76.0,84.0,57.0,Indiana Jones and the Temple of Doom,1984-05-23,179870271.0
3582,35.0,70.0,74.0,68.0,Infamous,2006-10-13,1151330.0
3583,42.0,80.0,94.0,75.0,Infernal Affairs,2002-12-12,169659.0
3586,21.0,62.0,23.0,42.0,Inferno,2016-10-28,34343574.0
3590,40.0,83.0,89.0,69.0,Inglourious Basterds,2009-08-21,120540719.0
3593,37.0,66.0,85.0,71.0,Ingrid Goes West,2017-08-25,3024308.0
3597,25.0,61.0,39.0,49.0,Inkheart,2009-01-23,17303424.0
3600,44.0,74.0,100.0,89.0,Innocent Moves,1993-08-11,7266383.0
3605,45.0,82.0,98.0,88.0,Inside Job,2010-11-12,4312735.0
3606,40.0,76.0,86.0,76.0,Inside Man,2006-03-24,88513495.0
3608,31.0,68.0,66.0,52.0,Insidious,2011-04-01,54009150.0
3609,24.0,66.0,39.0,40.0,Insidious Chapter 2,2013-09-13,83586447.0
3610,28.0,61.0,57.0,52.0,Insidious: Chapter 3,2015-06-05,52218558.0
3611,23.0,57.0,33.0,49.0,Insidious: The Last Key,2018-01-05,67745330.0
3613,35.0,73.0,81.0,57.0,Instant Family,2018-11-16,67363237.0
3615,23.0,66.0,27.0,43.0,Instinct,1999-06-04,34105207.0
3616,31.0,75.0,57.0,55.0,Instructions Not Included,2013-09-06,44467206.0
3621,39.0,86.0,72.0,74.0,Interstellar,2014-11-07,188020017.0
3625,64.0,70.0,86.0,71.0,Intimate Strangers,2004-09-03,2110589.0
3629,20.0,58.0,21.0,44.0,Into the Storm,2014-08-08,47602194.0
3630,40.0,81.0,83.0,73.0,Into the Wild,2007-10-19,18354356.0
3631,35.0,62.0,75.0,71.0,Intolerable Cruelty,2003-10-10,35327628.0
3642,34.0,56.0,33.0,56.0,Invaders from Mars,1986-06-06,4884663.0
3645,37.0,73.0,76.0,74.0,Invictus,2009-12-11,37491364.0
3652,36.0,70.0,84.0,62.0,Ip Man 4: The Finale,2019-12-20,3956031.0
3653,31.0,62.0,67.0,55.0,Ip Man: The Final Fight,2013-03-28,37884.0
3657,42.0,79.0,94.0,79.0,Iron Man,2008-05-02,319034126.0
3658,33.0,70.0,72.0,57.0,Iron Man 2,2010-05-07,312433331.0
3659,35.0,71.0,79.0,62.0,Iron Man 3,2013-05-03,409013994.0
3660,28.0,66.0,47.0,53.0,Irrational Man,2015-08-07,4030360.0
3661,30.0,74.0,57.0,51.0,Irreversible,2002-05-24,792200.0
3671,31.0,59.0,70.0,60.0,Isnt It Romantic,2019-02-13,48791187.0
3672,38.0,73.0,86.0,69.0,It,2017-09-08,328828874.0
3673,31.0,65.0,62.0,58.0,It Chapter Two,2019-09-06,211593228.0
3674,38.0,62.0,87.0,78.0,It Comes at Night,2017-06-09,13985117.0
3675,33.0,64.0,71.0,64.0,It Could Happen to You,1994-07-29,37939757.0
3676,41.0,68.0,95.0,83.0,It Follows,2015-03-13,14674076.0
3679,19.0,59.0,8.0,45.0,It Takes Two,1995-11-17,19474589.0
3687,30.0,65.0,58.0,57.0,Its Complicated,2009-12-25,112735375.0
3688,38.0,73.0,86.0,69.0,Its Her Day,2017-09-08,328828874.0
3689,32.0,71.0,57.0,63.0,Its Kind of a Funny Story,2010-10-08,6363628.0
3690,38.0,73.0,86.0,69.0,"Its Me, Its Me",2017-09-08,328828874.0
3691,38.0,73.0,86.0,69.0,Its Okay to Not Be Okay,2017-09-08,328828874.0
3692,38.0,73.0,86.0,69.0,"Its Okay, Buddy",2017-09-08,328828874.0
3695,38.0,73.0,86.0,69.0,Its the Law,2017-09-08,328828874.0
3699,28.0,65.0,43.0,59.0,J. Edgar,2011-11-11,37306030.0
3703,10.0,33.0,3.0,23.0,Jack and Jill,2011-11-11,74158157.0
3705,19.0,54.0,19.0,40.0,Jack Frost,1998-12-11,34562556.0
3707,31.0,70.0,64.0,50.0,Jack Reacher,2012-12-21,80070736.0
3708,24.0,61.0,38.0,47.0,Jack Reacher: Never Go Back,2016-10-21,58697076.0
3709,29.0,62.0,54.0,57.0,Jack Ryan: Shadow Recruit,2014-01-17,50577412.0
3711,27.0,62.0,52.0,51.0,Jack the Giant Slayer,2013-03-01,65187603.0
3715,32.0,70.0,65.0,56.0,Jackass 3,2010-10-15,117229692.0
3717,30.0,65.0,61.0,54.0,Jackass Presents: Bad Grandpa,2013-10-25,102003019.0
3718,33.0,70.0,64.0,66.0,Jackass: Number Two,2006-09-22,72778712.0
3719,33.0,70.0,64.0,66.0,Jackass: Number Two: Unrated Version,2006-09-22,72778712.0
3720,26.0,66.0,49.0,42.0,Jackass: The Movie,2002-10-25,64255312.0
3721,39.0,67.0,87.0,81.0,Jackie,2016-12-02,13960394.0
3736,39.0,73.0,84.0,76.0,Jane Eyre,2011-04-22,11242660.0
3737,25.0,59.0,43.0,49.0,Jane Got a Gun,2016-01-29,1513793.0
3744,15.0,44.0,20.0,25.0,Jason X,2002-04-26,13121555.0
3748,44.0,80.0,98.0,87.0,Jaws,1975-06-20,260758300.0
3749,28.0,58.0,58.0,51.0,Jaws 2,1978-06-16,81766007.0
3763,19.0,55.0,25.0,33.0,Jennys Wedding,2015-07-31,4704.0
3768,52.0,69.0,77.0,62.0,Jerry Seinfeld: Comedian,2003-07-01,2751988.0
3774,20.0,60.0,19.0,39.0,Jexi,2019-10-11,6546159.0
3777,22.0,58.0,33.0,39.0,Jigsaw,2017-10-27,38052832.0
3791,33.0,60.0,74.0,65.0,Jimmy Neutron: Boy Genius,2001-12-21,80936232.0
3794,55.0,67.0,76.0,63.0,Jimmys Hall,2014-05-30,560592.0
3800,40.0,75.0,93.0,72.0,Jo Nesbos Headhunters,2011-08-26,1200010.0
3806,22.0,59.0,28.0,44.0,Jobs,2013-08-16,16131410.0
3811,37.0,76.0,75.0,69.0,Jodhaa Akbar,2008-02-15,3440718.0
3825,21.0,71.0,23.0,30.0,John Q,2002-02-15,71756802.0
3826,21.0,58.0,27.0,41.0,John Tucker Must Die,2006-07-28,41011711.0
3827,38.0,74.0,86.0,68.0,John Wick,2014-10-24,43037835.0
3828,39.0,74.0,89.0,73.0,John Wick: Chapter 3 - Parabellum,2019-05-17,171015687.0
3829,40.0,75.0,89.0,75.0,John Wick: Chapter Two,2017-02-10,92029184.0
3830,24.0,62.0,33.0,51.0,Johnny English,2003-07-18,28082366.0
3831,25.0,63.0,38.0,46.0,Johnny English Reborn,2011-10-21,8305970.0
3832,23.0,62.0,37.0,39.0,Johnny English Strikes Again,2018-10-26,4412170.0
3836,35.0,84.0,68.0,59.0,Joker,2019-10-04,335451311.0
3838,15.0,47.0,12.0,33.0,Jonah Hex,2010-06-18,10547117.0
3845,24.0,58.0,45.0,41.0,Journey 2: The Mysterious Island,2012-02-10,103860290.0
3846,29.0,58.0,61.0,57.0,Journey to the Center of the Earth,2008-07-11,101704370.0
3849,30.0,66.0,60.0,56.0,Joy,2015-12-25,56451232.0
3856,36.0,68.0,81.0,66.0,Judy,2019-10-04,24313888.0
3857,36.0,68.0,81.0,66.0,Judy & Punch,2019-10-04,24313888.0
3859,45.0,78.0,93.0,97.0,Jules and Jim,1962-01-23,509.0
3860,75.0,66.0,50.0,42.0,Julian Schnabel: A Private Portrait,2017-05-05,9103.0
3861,35.0,70.0,77.0,66.0,Julie and Julia,2009-08-07,94125426.0
3864,36.0,66.0,83.0,67.0,"Juliet, Naked",2018-08-17,3444895.0
3865,27.0,70.0,55.0,39.0,Jumanji,1995-12-15,100499940.0
3866,32.0,66.0,71.0,58.0,Jumanji: The Next Level,2019-12-13,320314960.0
3867,34.0,69.0,76.0,58.0,Jumanji: Welcome to the Jungle,2017-12-20,404540171.0
3868,28.0,57.0,58.0,56.0,Jumping the Broom,2011-05-06,37295394.0
3871,42.0,74.0,94.0,81.0,Juno,2007-12-25,143495265.0
3873,29.0,67.0,62.0,48.0,Ju-on: The Grudge,2003-01-25,325680.0
3874,20.0,53.0,27.0,40.0,Jupiter Ascending,2015-02-06,47387723.0
3875,40.0,81.0,91.0,68.0,Jurassic Park,1993-06-11,404214720.0
3876,25.0,59.0,49.0,42.0,Jurassic Park III,2001-07-18,181171875.0
3877,33.0,70.0,70.0,59.0,Jurassic World,2015-06-12,652385625.0
3879,27.0,62.0,47.0,51.0,Jurassic World: Fallen Kingdom,2018-06-22,417719760.0
3882,63.0,72.0,74.0,69.0,Just Another Love Story,2007-08-24,45835.0
3883,25.0,62.0,42.0,47.0,Just Friends,2005-11-23,32619671.0
3884,19.0,64.0,19.0,33.0,Just Go With It,2011-02-11,103028109.0
3885,28.0,67.0,55.0,47.0,Just Like Heaven,2005-09-16,48318130.0
3886,21.0,55.0,41.0,28.0,Just Married,2003-01-10,56127162.0
3887,38.0,76.0,85.0,68.0,Just Mercy,2020-01-10,36001502.0
3888,28.0,65.0,45.0,57.0,Just One of the Guys,1985-04-26,11528900.0
3893,25.0,63.0,40.0,45.0,Justice League,2017-11-17,229024295.0
3897,22.0,16.0,65.0,52.0,Justin Bieber: Never Say Never,2011-02-11,73013910.0
3903,21.0,60.0,22.0,44.0,K-9,1989-04-28,43247647.0
3912,45.0,80.0,100.0,89.0,Kaguyahime no monogatari,2013-11-23,974913.0
3915,61.0,71.0,66.0,61.0,Kahlil Gibrans The Prophet,2015-08-07,725489.0
3916,32.0,77.0,78.0,40.0,Kai Po Che!,2013-02-22,1122527.0
3920,34.0,80.0,70.0,54.0,Kal Ho Naa Ho,2003-11-28,1991922.0
3939,20.0,44.0,59.0,16.0,Kangaroo Jack,2003-01-17,66934963.0
3953,32.0,59.0,76.0,57.0,Katy Perry: Part of Me,2012-07-05,25326071.0
3954,40.0,70.0,91.0,81.0,Katyn,2007-09-21,118095.0
3957,34.0,63.0,78.0,63.0,Keanu,2016-04-29,20591853.0
3958,19.0,59.0,19.0,34.0,Keeping Up with the Joneses,2016-10-21,14904426.0
3969,38.0,68.0,61.0,53.0,Kevin Hart: Let Me Explain,2013-07-03,32244051.0
3971,38.0,59.0,76.0,60.0,Kevin Hart: What Now?,2016-10-14,23591043.0
3980,36.0,76.0,76.0,66.0,Kick-Ass,2010-04-16,48071303.0
3981,23.0,65.0,32.0,41.0,Kick-Ass 2,2013-08-16,28795985.0
3982,22.0,65.0,36.0,33.0,Kickboxer,1989-09-08,14697005.0
3983,59.0,50.0,92.0,54.0,Kickboxer: Retaliation,2018-01-26,4537.0
3985,33.0,68.0,57.0,75.0,Kicking and Screaming,1995-10-06,718490.0
3986,66.0,64.0,87.0,69.0,Kicks,2016-09-09,150191.0
3989,23.0,59.0,35.0,44.0,Kidnap,2017-08-04,30971040.0
3992,30.0,65.0,60.0,53.0,Kika,1994-05-06,2019581.0
3999,18.0,59.0,16.0,30.0,Kill Me Three Times,2015-04-10,24296.0
4000,30.0,71.0,62.0,50.0,Kill the Irishman,2012-05-11,1188194.0
4001,34.0,69.0,77.0,60.0,Kill the Messenger,2014-10-09,2450846.0
4002,60.0,67.0,100.0,73.0,Kill Zone 2,2016-05-13,11998.0
4003,23.0,64.0,28.0,44.0,Killer Elite,2011-09-23,25124966.0
4007,14.0,55.0,10.0,21.0,Killers,2010-06-04,47059963.0
4010,15.0,54.0,10.0,25.0,Killing Season,2013-07-25,39881.0
4011,33.0,62.0,73.0,64.0,Killing Them Softly,2012-11-30,15026056.0
4015,21.0,58.0,34.0,35.0,Kin,2018-08-31,5718096.0
4018,23.0,67.0,30.0,41.0,King Arthur: Legend of the Sword,2017-05-12,39175066.0
4019,40.0,72.0,84.0,81.0,King Kong,2005-12-14,218080025.0
4021,22.0,55.0,33.0,47.0,King of Thieves,2019-01-25,7518.0
4027,29.0,72.0,39.0,63.0,Kingdom of Heaven,2005-05-06,47398413.0
4029,19.0,68.0,12.0,35.0,Kingsglaive: Final Fantasy XV,2016-07-09,269980.0
4030,27.0,67.0,51.0,44.0,Kingsman: The Golden Circle,2017-09-22,100234838.0
4031,35.0,77.0,74.0,60.0,Kingsman: The Secret Service,2015-02-13,128261724.0
4039,29.0,66.0,52.0,58.0,Kiss of the Dragon,2001-07-06,36845124.0
4047,58.0,63.0,59.0,57.0,Klovn Forever,2016-09-02,5700.0
4048,34.0,72.0,73.0,62.0,Klown,2010-12-16,68795.0
4051,43.0,79.0,97.0,82.0,Knives Out,2019-11-27,165363234.0
4053,23.0,49.0,36.0,53.0,Knock Knock,2015-10-09,36336.0
4054,41.0,69.0,90.0,85.0,Knocked Up,2007-06-01,148768917.0
4055,23.0,62.0,34.0,41.0,Knowing,2009-03-20,79957634.0
4064,34.0,66.0,75.0,62.0,Kong: Skull Island,2017-03-10,168052812.0
4066,36.0,72.0,81.0,62.0,Kon-Tiki,2013-04-26,1517410.0
4069,41.0,78.0,88.0,77.0,Kramer vs. Kramer,1979-12-19,106260000.0
4070,43.0,78.0,97.0,84.0,Kubo and the Two Strings,2016-08-19,48023088.0
4076,69.0,68.0,82.0,56.0,Kundo: Age of the Rampant,2014-07-23,280958.0
4078,41.0,77.0,90.0,78.0,Kung Fu Hustle,2005-04-22,17108591.0
4079,34.0,65.0,75.0,66.0,Kung Fu Killer,2015-04-24,129784.0
4080,39.0,75.0,87.0,74.0,Kung Fu Panda,2008-06-06,215434591.0
4081,37.0,72.0,81.0,67.0,Kung Fu Panda 2,2011-05-26,165249063.0
4082,37.0,71.0,87.0,66.0,Kung Fu Panda 3,2016-01-29,143528619.0
4089,38.0,67.0,94.0,66.0,L.A. Story,1991-02-08,28862081.0
4091,38.0,69.0,91.0,65.0,La Bamba,1987-07-24,54215416.0
4100,44.0,80.0,91.0,94.0,La La Land,2016-12-25,151101803.0
4108,26.0,69.0,35.0,52.0,Labor Day,2014-01-31,13371528.0
4110,33.0,74.0,72.0,50.0,Labyrinth,1986-06-27,13723253.0
4112,45.0,74.0,99.0,94.0,Lady Bird,2017-12-01,48958273.0
4115,39.0,68.0,88.0,76.0,Lady Macbeth,2017-07-14,1129408.0
4116,38.0,76.0,76.0,75.0,Lady Vengeance,2005-07-29,211667.0
4118,43.0,81.0,95.0,84.0,Lagaan,2001-06-15,909043.0
4119,32.0,64.0,65.0,63.0,Laggies,2014-10-24,1066981.0
4121,25.0,61.0,44.0,47.0,Lakeview Terrace,2008-09-19,39263506.0
4125,35.0,62.0,74.0,71.0,Land of the Dead,2005-06-24,20700082.0
4126,19.0,53.0,26.0,32.0,Land of the Lost,2009-06-05,49438370.0
4128,20.0,56.0,24.0,43.0,Lara Croft Tomb Raider: The Cradle of Life,2003-07-25,65660196.0
4130,23.0,61.0,37.0,41.0,Larry Crowne,2011-07-01,35608245.0
4134,24.0,64.0,38.0,44.0,Last Action Hero,1993-06-18,50016394.0
4138,27.0,65.0,47.0,50.0,Last Christmas,2019-11-08,35150750.0
4141,29.0,65.0,56.0,52.0,Last Holiday,2006-01-13,38399961.0
4145,27.0,66.0,46.0,48.0,Last Vegas,2013-11-01,63914167.0
4149,36.0,65.0,80.0,70.0,Late Night,2019-06-14,15499454.0
4153,22.0,74.0,26.0,34.0,Law Abiding Citizen,2009-10-16,73357727.0
4155,33.0,73.0,66.0,58.0,Lawless,2012-08-29,37400127.0
4156,47.0,83.0,97.0,100.0,Lawrence of Arabia: Restored Version,1962-12-11,45306425.0
4157,38.0,73.0,80.0,73.0,Layer Cake,2005-06-03,2339957.0
4165,40.0,72.0,90.0,80.0,Lean on Pete,2018-04-06,1163056.0
4166,20.0,65.0,23.0,33.0,Leap Year,2010-01-08,25918920.0
4170,43.0,72.0,100.0,88.0,Leave No Trace,2018-06-29,6046104.0
4172,35.0,72.0,72.0,65.0,Lee Daniels The Butler,2013-08-16,116632095.0
4173,7.0,31.0,1.0,12.0,Left Behind,2014-10-03,14019924.0
4177,31.0,69.0,61.0,55.0,Legend,2015-11-20,1872994.0
4179,29.0,69.0,52.0,53.0,Legend of the Guardians: The Owls of GaHoole,2010-09-24,55675313.0
4186,17.0,53.0,19.0,32.0,Legion,2010-01-22,40168080.0
4196,34.0,68.0,72.0,62.0,Lemony Snickets A Series of Unfortunate Events,2004-12-17,118634549.0
4201,37.0,85.0,74.0,64.0,Leon: The Professional,1994-11-18,19501238.0
4202,14.0,48.0,21.0,17.0,Leprechaun,1993-01-08,8556940.0
4204,35.0,76.0,70.0,63.0,Les Miserables,2012-12-25,148809770.0
4205,35.0,76.0,70.0,63.0,Les Misérables,2012-12-25,148809770.0
4211,40.0,71.0,88.0,79.0,Let Me In,2010-10-01,12134935.0
4212,39.0,73.0,76.0,66.0,Let the Bullets Fly,2010-12-16,63012.0
4215,37.0,76.0,80.0,68.0,Lethal Weapon,1987-03-06,65207127.0
4216,19.0,64.0,18.0,30.0,Lets Be Cops,2014-08-13,82390774.0
4217,43.0,79.0,98.0,82.0,Lets Dance,2008-12-12,2122065.0
4219,43.0,79.0,98.0,82.0,Lets Fight Ghost,2008-12-12,2122065.0
4220,43.0,79.0,98.0,82.0,"Lets Go, JETS! From Small Town Girls to U.S. Champions?!",2008-12-12,2122065.0
4221,26.0,65.0,42.0,50.0,Letters to Juliet,2010-05-14,53032453.0
4228,14.0,53.0,7.0,25.0,License to Wed,2007-07-03,43799818.0
4229,31.0,66.0,67.0,54.0,Life,2017-03-24,30234022.0
4231,30.0,68.0,50.0,63.0,Life,1999-04-16,64016268.0
4234,22.0,65.0,29.0,39.0,Life as We Know It,2010-10-08,53374681.0
4237,17.0,68.0,13.0,21.0,Life Itself,2018-09-21,4102648.0
4238,41.0,79.0,86.0,79.0,Life of Pi,2012-11-21,124987023.0
4239,23.0,56.0,38.0,46.0,Life of the Party,2018-05-11,53059911.0
4244,62.0,75.0,94.0,75.0,"Life, Animated",2016-10-20,255388.0
4246,31.0,66.0,67.0,54.0,Lifes Speed Bump,2017-03-24,30234022.0
4247,36.0,66.0,82.0,67.0,Light of My Life,2019-08-09,20056.0
4248,33.0,63.0,76.0,58.0,Lights Out,2016-07-22,67268835.0
4251,46.0,72.0,84.0,74.0,Like Crazy,2016-05-17,107362.0
4252,35.0,67.0,72.0,68.0,Like Crazy,2012-01-27,3395391.0
4253,26.0,53.0,57.0,47.0,Like Mike,2002-07-03,51432760.0
4260,34.0,74.0,69.0,59.0,Limitless,2011-03-18,79249455.0
4261,41.0,73.0,89.0,86.0,Lincoln,2012-11-16,182207973.0
4265,39.0,80.0,84.0,69.0,Lion,2017-01-06,51738905.0
4271,25.0,55.0,46.0,49.0,Little,2019-04-12,40860481.0
4273,71.0,59.0,67.0,52.0,Little Boxes,2017-04-14,2230700.0
4274,38.0,75.0,80.0,75.0,Little Children,2007-02-09,5463019.0
4276,15.0,55.0,9.0,27.0,Little Fockers,2010-12-22,148438600.0
4280,17.0,57.0,14.0,28.0,Little Italy,2018-09-21,990230.0
4283,14.0,44.0,12.0,26.0,Little Man,2006-07-14,58645052.0
4286,44.0,78.0,95.0,91.0,Little Women,2019-12-25,108101214.0
4290,25.0,64.0,34.0,49.0,Live by Night,2017-01-13,10378555.0
4291,37.0,74.0,81.0,69.0,Live Flesh,1998-01-16,1785901.0
4294,41.0,75.0,88.0,81.0,Living in Oblivion,1995-07-21,1111790.0
4299,49.0,58.0,66.0,59.0,Lizzie,2018-09-14,642157.0
4301,23.0,64.0,23.0,52.0,Lock Up,1989-08-04,22099847.0
4302,37.0,82.0,75.0,66.0,"Lock, Stock and Two Smoking Barrels",1998-08-28,3753929.0
4304,24.0,61.0,38.0,48.0,Lockout,2012-04-13,14326864.0
4307,40.0,70.0,92.0,78.0,Logan Lucky,2017-08-18,27780977.0
4313,59.0,57.0,57.0,50.0,Lolo,2015-10-28,24134.0
4315,19.0,59.0,28.0,28.0,London Has Fallen,2016-03-04,62524260.0
4317,35.0,75.0,75.0,60.0,Lone Survivor,2014-01-10,125095601.0
4320,36.0,68.0,81.0,67.0,Long shot,2019-05-03,30316271.0
4324,12.0,44.0,0.0,26.0,Look Whos Talking Now,1993-11-05,10340263.0
4325,23.0,58.0,34.0,47.0,Loomis Fargo,2016-09-30,17368022.0
4326,29.0,57.0,56.0,64.0,Looney Tunes: Back in Action,2003-11-14,20991364.0
4327,42.0,74.0,93.0,84.0,Looper,2012-09-28,66486205.0
4330,33.0,76.0,61.0,62.0,Lord of War,2005-09-16,24149632.0
4331,71.0,68.0,77.0,63.0,Loreak,2015-05-14,61568.0
4334,29.0,69.0,48.0,55.0,Los 33,2015-11-13,12227722.0
4342,39.0,66.0,87.0,78.0,Lost City of Z,2017-04-21,8580410.0
4345,31.0,76.0,61.0,52.0,Lost Highway,1997-01-15,3675201.0
4347,44.0,77.0,95.0,89.0,Lost in Translation,2003-10-03,44585453.0
4356,25.0,61.0,40.0,51.0,Love,2015-10-30,249083.0
4359,25.0,61.0,40.0,51.0,Love & Anarchy,2015-10-30,249083.0
4361,32.0,76.0,64.0,55.0,Love Actually,2003-11-14,59696144.0
4363,44.0,77.0,100.0,89.0,Love and Death,1975-07-18,20123742.0
4366,29.0,67.0,49.0,55.0,Love and Other Drugs,2010-11-24,32367005.0
4380,77.0,72.0,75.0,62.0,Love for Sale,2006-11-17,13703.0
4383,18.0,57.0,16.0,33.0,Love Happens,2009-09-18,22965110.0
4385,79.0,68.0,89.0,65.0,Love In The Buff,2012-03-30,256451.0
4387,33.0,65.0,75.0,60.0,Love Is All You Need,2012-09-06,1631709.0
4388,56.0,63.0,65.0,49.0,Love is in the Air,2013-04-03,8425.0
4393,27.0,76.0,44.0,45.0,Love Me If You Dare,2004-05-28,553504.0
4403,37.0,69.0,67.0,84.0,Love Story,1970-12-16,106550690.0
4405,18.0,58.0,18.0,31.0,Love the Coopers,2015-11-13,26302731.0
4413,25.0,72.0,32.0,44.0,"Love, Rosie",2014-10-22,20431.0
4415,28.0,62.0,53.0,51.0,Lovelace,2013-08-08,356582.0
4418,73.0,71.0,73.0,57.0,"Lovely, Still",2010-03-27,127564.0
4421,40.0,70.0,88.0,79.0,Loving,2016-11-04,7751969.0
4423,23.0,63.0,31.0,42.0,Loving Pablo,2018-06-15,22017.0
4424,38.0,78.0,85.0,62.0,Loving Vincent,2017-09-22,6735118.0
4425,67.0,57.0,57.0,57.0,Lowriders,2017-04-28,6303560.0
