Key,Hidden_Gem_Score,IMDb_Score,Rotten_Tomatoes_Score,Metacritic_Score,Title,Release Date,Box_Office_Earnings
4904,16.0,55.0,12.0,27.0,Mortdecai,2015-01-23,7696134.0
4912,42.0,78.0,96.0,79.0,MOTHER,2009-05-28,551509.0
4915,35.0,66.0,68.0,75.0,Mother!,2017-09-15,17800004.0
4917,32.0,68.0,63.0,60.0,Motherless Brooklyn,2019-11-01,9277736.0
4918,14.0,57.0,8.0,18.0,Mothers Day,2016-04-29,32492859.0
4921,36.0,76.0,76.0,66.0,Moulin Rouge!,2001-06-01,57386607.0
4922,71.0,72.0,87.0,82.0,Mountain,2018-05-11,365412.0
4923,68.0,76.0,98.0,77.0,Mountain Patrol: Kekexili,2004-10-01,143383.0
4924,27.0,65.0,42.0,54.0,Mouse Hunt,1997-12-19,61917389.0
4927,11.0,43.0,4.0,18.0,Movie 43,2013-01-25,8840453.0
4930,30.0,65.0,60.0,55.0,Mr. & Mrs. Incredible,2005-06-10,186336279.0
4933,29.0,64.0,51.0,56.0,Mr. Beans Holiday,2007-08-24,33302167.0
4934,29.0,73.0,55.0,45.0,Mr. Brooks,2007-06-01,28549298.0
4935,17.0,58.0,21.0,24.0,Mr. Deeds,2002-06-28,126293452.0
4939,35.0,78.0,68.0,63.0,Mr. Nobody,2013-09-26,3622.0
4941,35.0,68.0,81.0,59.0,Mr. Peabody and Sherman,2014-03-07,111506430.0
4943,27.0,60.0,47.0,53.0,Mr. Poppers Penguins,2011-06-17,68224452.0
4944,26.0,63.0,44.0,52.0,Mr. Right,2016-04-08,34694.0
4954,41.0,74.0,97.0,76.0,Mud,2013-05-10,21590086.0
4959,41.0,79.0,83.0,85.0,Mulholland Dr.,2001-10-19,7220243.0
4963,38.0,75.0,78.0,74.0,Munich,2006-01-06,47403685.0
4964,30.0,63.0,63.0,53.0,Muppets from Space,1999-07-14,16625807.0
4965,34.0,64.0,80.0,61.0,Muppets Most Wanted,2014-03-21,51183113.0
4971,29.0,65.0,60.0,52.0,Murder on The Orient Express,2017-11-10,102826543.0
4972,38.0,73.0,90.0,63.0,Murder on the Orient Express,1974-11-24,27634716.0
4981,31.0,65.0,63.0,59.0,Music and Lyrics,2007-02-14,50572589.0
4989,52.0,72.0,85.0,59.0,My Afternoons with Margueritte,2011-09-16,666557.0
4990,42.0,72.0,31.0,34.0,My All American,2015-11-13,2246000.0
4998,31.0,63.0,73.0,50.0,My Best Friends Wedding,1997-06-20,127120029.0
5000,34.0,66.0,76.0,62.0,My Big Fat Greek Wedding,2002-08-02,241438208.0
5001,21.0,60.0,27.0,37.0,My Big Fat Greek Wedding 2,2016-03-25,59689605.0
5005,33.0,60.0,76.0,63.0,My Cousin Rachel,2017-06-09,2716368.0
5015,36.0,62.0,86.0,68.0,My Friend A,2018-03-02,1361611.0
5018,30.0,69.0,53.0,56.0,My Girl,1991-11-27,59489799.0
5020,30.0,69.0,53.0,56.0,My Girl,1991-11-27,59489799.0
5024,75.0,68.0,90.0,87.0,My Golden Days,2015-05-20,269144.0
5033,30.0,75.0,49.0,57.0,My Life Without Me,2003-03-07,400948.0
5049,44.0,82.0,94.0,86.0,My Neighbor Totoro,1990-07-13,2250213.0
5056,38.0,71.0,79.0,77.0,My Own Private Idaho,1991-07-20,6401336.0
5059,67.0,58.0,50.0,52.0,My Piece of the Pie,2011-12-09,6850.0
5066,29.0,74.0,48.0,51.0,My Sisters Keeper,2009-06-26,49200230.0
5076,36.0,69.0,83.0,65.0,My Week with Marilyn,2011-12-23,14600347.0
5077,32.0,70.0,71.0,51.0,Mystery,1997-05-02,53883989.0
5081,33.0,63.0,75.0,60.0,Mystic Pizza,1988-10-21,12793213.0
5083,42.0,79.0,87.0,84.0,Mystic River,2003-10-15,90135191.0
5090,25.0,58.0,40.0,52.0,Nacho Libre,2006-06-16,80197993.0
5098,30.0,65.0,54.0,63.0,Naked Gun 33 1/3: The Final Insult,1994-03-18,51132598.0
5104,61.0,57.0,72.0,55.0,Nancy Drew and the Hidden Staircase,2019-03-26,623088.0
5107,31.0,61.0,75.0,52.0,Nanny McPhee Returns,2010-08-20,29011215.0
5128,32.0,76.0,68.0,49.0,National Lampoons Christmas Vacation,1989-12-01,73576146.0
5129,37.0,74.0,93.0,55.0,National Lampoons Vacation,1983-07-29,61399552.0
5130,17.0,57.0,11.0,31.0,National Security,2003-01-17,36381186.0
5133,43.0,81.0,89.0,86.0,Nausicaä of the Valley of the Wind,1987-11-25,495770.0
5135,57.0,75.0,88.0,54.0,Ne Zha,2019-07-26,3695533.0
5139,21.0,64.0,22.0,39.0,Need for Speed,2014-03-14,43577636.0
5141,34.0,64.0,73.0,65.0,Neighbor For Sale,2011-10-14,2711643.0
5142,54.0,72.0,93.0,77.0,Neighboring Sounds,2013-01-04,60255.0
5143,34.0,63.0,73.0,68.0,Neighbors,2014-05-09,150157400.0
5147,30.0,65.0,55.0,60.0,Nell,1994-12-23,33683817.0
5150,31.0,65.0,66.0,58.0,Nerve,2016-07-27,38583626.0
5152,21.0,66.0,23.0,39.0,Never Back Down,2008-03-14,24850922.0
5155,37.0,77.0,77.0,68.0,Never Look Away,2018-10-03,1304042.0
5162,34.0,67.0,77.0,61.0,New Jack City,1991-03-08,47624353.0
5167,33.0,76.0,63.0,58.0,New World,2013-02-21,457806.0
5168,14.0,57.0,7.0,22.0,New Years Eve,2011-12-09,54544638.0
5169,16.0,50.0,11.0,33.0,New York Minute,2004-05-07,14071441.0
5172,22.0,62.0,28.0,42.0,Next,2007-04-27,18211013.0
5174,21.0,62.0,21.0,41.0,Next Friday,2000-01-12,57328603.0
5182,26.0,64.0,43.0,48.0,Night,2006-12-22,250863268.0
5184,31.0,69.0,66.0,54.0,Night Of The Living Dead,1990-10-19,5835247.0
5187,21.0,56.0,26.0,43.0,Night School,2018-09-28,77339130.0
5188,37.0,66.0,92.0,62.0,Night Shift,1982-07-30,21095638.0
5190,42.0,79.0,95.0,76.0,Nightcrawler,2014-10-31,32381217.0
5195,21.0,60.0,30.0,39.0,Nights in Rodanthe,2008-09-26,41850659.0
5199,24.0,58.0,39.0,49.0,Nine,2009-12-25,19676965.0
5200,13.0,53.0,14.0,11.0,Nine Lives,2016-08-05,19700032.0
5203,20.0,63.0,26.0,34.0,Ninja Assassin,2009-11-25,38122883.0
5208,39.0,67.0,6.0,43.0,Nitro Circus: The Movie,2012-08-08,3377618.0
5210,44.0,81.0,93.0,91.0,No Country for Old Men,2007-11-21,74283625.0
5212,25.0,68.0,47.0,38.0,No Escape,2015-08-26,27288872.0
5216,16.0,56.0,12.0,26.0,No Good Deed,2014-09-12,52543632.0
5222,26.0,63.0,42.0,50.0,No Reservations,2007-07-27,43107979.0
5223,27.0,62.0,49.0,50.0,No Strings Attached,2011-01-21,70662220.0
5226,33.0,57.0,76.0,68.0,Noah,2014-03-28,101200044.0
5228,44.0,81.0,93.0,88.0,Nobody Knows,2004-10-21,684118.0
5231,36.0,75.0,74.0,67.0,Nocturnal Animals,2016-12-09,10663357.0
5240,31.0,69.0,62.0,56.0,Non-Stop,2014-02-28,92168600.0
5242,13.0,41.0,9.0,27.0,Norbit,2007-02-09,95673607.0
5245,86.0,72.0,86.0,66.0,Norman Lear: Just Another Version of You,2016-05-01,70950.0
5246,59.0,61.0,88.0,75.0,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,2017-03-09,3814868.0
5249,35.0,73.0,69.0,68.0,North Country,2005-10-21,18337722.0
5252,20.0,57.0,29.0,32.0,Not Another Teen Movie,2001-12-14,38252284.0
5259,37.0,71.0,83.0,68.0,Notting Hill,1999-05-28,116089678.0
5261,23.0,63.0,36.0,38.0,November Man,2014-08-27,25018119.0
5262,68.0,67.0,86.0,73.0,Novitiate,2017-01-20,580346.0
5263,25.0,68.0,32.0,50.0,Now and Then,1995-10-20,27112329.0
5265,29.0,73.0,50.0,50.0,Now You See Me,2013-05-31,117723989.0
5266,24.0,65.0,33.0,46.0,Now You See Me 2,2016-06-10,65075540.0
5268,39.0,75.0,85.0,72.0,Nowhere in Africa,2003-05-16,6180200.0
5275,35.0,69.0,76.0,64.0,Nymphomaniac: Volume I,2014-03-06,785896.0
5277,37.0,77.0,78.0,69.0,"O Brother, Where Art Thou?",2001-02-02,45512588.0
5283,39.0,79.0,84.0,71.0,Oasis: Supersonic,2016-10-26,242867.0
5285,29.0,70.0,53.0,54.0,Oblivion,2013-04-19,89107235.0
5286,16.0,50.0,19.0,25.0,Obsessed,2009-04-24,68261644.0
5292,38.0,67.0,88.0,73.0,Ocean Waves,1994-07-13,87738.0
5293,33.0,68.0,69.0,61.0,Oceans 8,2018-06-08,140218711.0
5294,39.0,77.0,83.0,74.0,Oceans Eleven,2001-12-07,183417150.0
5295,33.0,69.0,69.0,62.0,Oceans Thirteen,2007-06-08,117154724.0
5296,29.0,65.0,54.0,58.0,Oceans Twelve,2004-12-10,125544280.0
5298,40.0,78.0,91.0,71.0,October Sky,1999-02-19,32570685.0
5301,33.0,65.0,74.0,61.0,Oculus,2014-04-11,27695246.0
5309,23.0,58.0,41.0,42.0,Office Christmas Party,2016-12-09,54767494.0
5311,38.0,77.0,80.0,68.0,Office Space,1999-02-19,10827810.0
5313,36.0,73.0,82.0,63.0,Official Secrets,2019-08-30,1988546.0
5331,31.0,71.0,60.0,54.0,Old School,2003-02-21,75585093.0
5332,24.0,57.0,39.0,49.0,Oldboy,2013-11-27,2193658.0
5333,41.0,84.0,82.0,77.0,Oldboy,2003-11-21,707481.0
5338,26.0,65.0,49.0,41.0,Olympus Has Fallen,2013-03-22,98925640.0
5341,33.0,63.0,68.0,62.0,On Chesil Beach,2018-05-18,745971.0
5343,15.0,46.0,9.0,33.0,On Deadly Ground,1994-02-18,38590458.0
5347,34.0,71.0,73.0,59.0,On the Basis of Sex,2019-01-11,24704837.0
5363,41.0,76.0,85.0,83.0,Once Upon a Time in Hollywood,2019-07-26,142502728.0
5364,31.0,64.0,66.0,56.0,Once Upon a Time in Mexico,2003-09-12,56359780.0
5365,43.0,85.0,95.0,80.0,Once Upon a Time in the West,1969-07-04,5321508.0
5369,30.0,68.0,63.0,52.0,One Chance,2013-10-25,101196.0
5373,26.0,70.0,36.0,48.0,One Day,2011-08-19,13843771.0
5375,26.0,43.0,63.0,49.0,One Direction: This Is Us,2013-08-30,28873374.0
5378,13.0,53.0,2.0,22.0,One for the Money,2012-01-27,26414527.0
5406,26.0,62.0,49.0,47.0,Ong Bak 2: The Beginning,2008-12-04,102458.0
5407,23.0,50.0,50.0,38.0,Ong Bak 3,2011-01-14,14890.0
5408,38.0,72.0,85.0,69.0,Ong-Bak: The Thai Warrior,2005-02-11,4563167.0
5412,40.0,73.0,85.0,79.0,Only Lovers Left Alive,2013-12-25,1879534.0
5414,39.0,76.0,87.0,72.0,Only the Brave,2017-10-20,18343983.0
5415,42.0,76.0,88.0,90.0,Only Yesterday,2016-02-26,453243.0
5421,26.0,61.0,48.0,49.0,Open Season,2006-09-29,85105259.0
5423,32.0,57.0,71.0,63.0,Open Water,2004-08-20,30610863.0
5427,31.0,66.0,60.0,58.0,Operation Finale,2018-08-29,17612099.0
5433,42.0,66.0,60.0,60.0,Ophelia,2019-06-28,50722.0
5440,42.0,77.0,89.0,86.0,Ordinary People,1980-09-19,54766923.0
5444,28.0,70.0,56.0,42.0,Orphan,2009-07-24,41596251.0
5448,29.0,63.0,55.0,57.0,Osmosis Jones,2001-08-10,13596911.0
5452,37.0,68.0,85.0,67.0,Other People,2016-09-09,91441.0
5454,15.0,45.0,6.0,38.0,Ouija,2014-10-24,50856010.0
5455,35.0,61.0,82.0,65.0,Ouija: Origin of Evil,2016-10-21,35144505.0
5459,32.0,64.0,70.0,60.0,Our Idiot Brother,2011-08-26,24816118.0
5460,32.0,62.0,72.0,57.0,Our Kind of Traitor,2016-05-13,3153157.0
5462,41.0,75.0,94.0,75.0,Our Little Sister,2015-06-13,531996.0
5473,34.0,72.0,62.0,69.0,Out of Africa,1985-12-20,87071205.0
5477,41.0,70.0,93.0,85.0,Out of Sight,1998-06-26,37562568.0
5479,31.0,68.0,54.0,63.0,Out of the Furnace,2013-12-06,11330849.0
5481,31.0,66.0,59.0,64.0,Outbreak,1995-03-10,67659560.0
5482,31.0,66.0,59.0,64.0,Outbreak,1995-03-10,67659560.0
5492,35.0,67.0,75.0,67.0,Over the Hedge,2006-05-19,155019340.0
5494,21.0,60.0,24.0,42.0,Overboard (2018),2018-05-04,50316123.0
5495,54.0,67.0,53.0,17.0,Overcomer,2019-08-23,34746945.0
5498,34.0,66.0,81.0,60.0,Overlord,2018-11-09,21704844.0
5510,34.0,69.0,72.0,65.0,Pacific Rim,2013-07-12,101802906.0
5511,24.0,56.0,43.0,44.0,Pacific Rim: Uprising,2018-03-23,59874525.0
5514,41.0,72.0,97.0,77.0,Paddington,2015-01-16,76271832.0
5518,27.0,64.0,50.0,45.0,Pain and Gain,2013-04-26,49875291.0
5522,38.0,73.0,93.0,61.0,Pale Rider,1985-06-28,41410568.0
5524,20.0,57.0,27.0,36.0,Pan,2015-10-09,35088320.0
5528,35.0,68.0,75.0,65.0,Panic Room,2002-03-29,96397334.0
5529,46.0,82.0,95.0,98.0,Pans Labyrinth,2007-01-19,37634615.0
5533,29.0,63.0,58.0,56.0,Paper Towns,2015-07-24,32000304.0
5534,74.0,65.0,76.0,42.0,Papi Chulo,2019-06-07,84703.0
5535,29.0,72.0,52.0,51.0,Papillon,2018-08-24,2335896.0
5537,40.0,77.0,84.0,81.0,Paprika,2007-06-22,882267.0
5538,40.0,77.0,84.0,81.0,Paprika,2007-06-22,882267.0
5549,36.0,63.0,83.0,68.0,Paranormal,2009-10-16,107918810.0
5550,28.0,56.0,58.0,53.0,Paranormal Activity 2,2010-10-22,84752907.0
5551,30.0,58.0,66.0,59.0,Paranormal Activity 3,2011-10-21,104028807.0
5552,18.0,46.0,23.0,40.0,Paranormal Activity 4,2012-10-19,53885000.0
5553,15.0,46.0,14.0,30.0,Paranormal Activity 5,2015-10-23,18300124.0
5554,22.0,50.0,39.0,42.0,Paranormal Activity: The Marked Ones,2014-01-03,32462372.0
5555,39.0,70.0,89.0,72.0,ParaNorman,2012-08-17,56003051.0
5556,47.0,86.0,98.0,96.0,Parasite,2019-11-08,53369749.0
5560,19.0,60.0,18.0,36.0,Parental Guidance,2012-12-25,77267296.0
5562,24.0,62.0,40.0,42.0,Parker,2013-01-25,17616641.0
5568,47.0,67.0,72.0,53.0,Partition 1947,2017-09-01,1105717.0
5575,22.0,59.0,24.0,50.0,Passenger 57,1992-11-06,44065653.0
5576,23.0,70.0,30.0,41.0,Passengers,2016-12-21,100014699.0
5577,20.0,59.0,19.0,40.0,Passengers,2008-09-26,292437.0
5578,23.0,53.0,33.0,53.0,Passion,2013-08-30,92181.0
5584,16.0,54.0,10.0,29.0,Pathfinder,2007-04-13,10232081.0
5585,89.0,75.0,94.0,90.0,Paths of the Soul,2017-06-20,31747.0
5587,37.0,69.0,72.0,65.0,"Patrik, Age 1.5",2008-09-12,57468.0
5589,34.0,69.0,73.0,64.0,Patriot Games,1992-06-05,83351587.0
5590,37.0,74.0,81.0,69.0,Patriots Day,2017-01-13,31886361.0
5592,39.0,68.0,85.0,67.0,Patti Cake$,2017-08-18,800148.0
5595,33.0,70.0,70.0,57.0,Paul,2011-03-18,37412945.0
5596,21.0,52.0,34.0,39.0,Paul Blart: Mall Cop,2009-01-16,146336178.0
5597,10.0,44.0,5.0,13.0,Paul Blart: Mall Cop 2,2015-04-17,71038190.0
5599,41.0,66.0,46.0,52.0,"Paul, Apostle of Christ",2018-03-23,17560475.0
5601,25.0,72.0,39.0,40.0,Pay It Forward,2000-10-20,33519628.0
5602,22.0,63.0,27.0,43.0,Paycheck,2003-12-25,53790451.0
5607,38.0,74.0,86.0,69.0,Peepli Live,2010-08-13,757951.0
5608,34.0,70.0,87.0,47.0,Pee-wees Big Adventure,1985-08-09,40940662.0
5611,24.0,72.0,33.0,39.0,Pelé: Birth of a Legend,2016-05-13,57046.0
5612,28.0,67.0,53.0,48.0,Penelope,2008-02-29,10011996.0
5613,28.0,67.0,53.0,48.0,Penelope,2008-02-29,10011996.0
5615,82.0,71.0,100.0,82.0,Penguin Highway,2019-04-12,104567.0
5616,32.0,67.0,73.0,53.0,Penguins of Madagascar: The Movie,2014-11-26,83850911.0
5621,18.0,65.0,12.0,29.0,Peppermint,2018-09-07,35418723.0
5624,16.0,57.0,10.0,31.0,Perfect Stranger,2007-04-13,23984949.0
5631,32.0,75.0,59.0,56.0,Perfume: The Story of a Murderer,2007-01-05,2223293.0
5640,36.0,61.0,80.0,77.0,Personal Shopper,2017-03-10,1305195.0
5643,28.0,57.0,57.0,57.0,Pet Sematary,2019-04-05,54724696.0
5644,26.0,66.0,51.0,38.0,Pet Sematary,1989-04-21,57469467.0
5645,18.0,49.0,22.0,35.0,Pet Sematary 2,1992-08-28,17092453.0
5646,35.0,68.0,77.0,64.0,Peter Pan,2003-12-25,48462608.0
5648,30.0,66.0,63.0,51.0,Peter Rabbit,2018-02-09,115253424.0
5652,43.0,75.0,91.0,90.0,Phantom Thread,2018-01-19,21198205.0
5654,41.0,76.0,91.0,77.0,Philomena,2013-11-27,37709979.0
5659,64.0,68.0,79.0,65.0,Photograph,2019-03-15,344534.0
5661,39.0,74.0,88.0,72.0,Pi,1998-07-10,3221152.0
5663,83.0,75.0,97.0,64.0,Pick of the Litter,2018-08-31,578717.0
5664,24.0,55.0,47.0,44.0,Picture Perfect,1997-08-01,31407873.0
5666,51.0,56.0,73.0,63.0,Piercing,2019-02-01,15856.0
5674,35.0,69.0,75.0,64.0,Pineapple Express,2008-08-06,87341380.0
5684,41.0,74.0,73.0,99.0,Pinocchio,1940-02-23,84254167.0
5686,30.0,71.0,60.0,49.0,Pitch Black,2000-02-18,39240659.0
5687,36.0,71.0,81.0,66.0,Pitch Perfect,2012-10-05,65001093.0
5688,32.0,64.0,65.0,63.0,Pitch Perfect 2,2015-05-15,184296230.0
5689,21.0,58.0,29.0,40.0,Pitch Perfect 3,2017-12-22,104897530.0
5690,17.0,55.0,17.0,27.0,Pixels,2015-07-24,78747585.0
5693,20.0,60.0,23.0,39.0,Planet 51,2009-11-20,42194060.0
5695,25.0,57.0,44.0,50.0,Planet of the Apes,2001-07-27,180011740.0
5697,43.0,81.0,88.0,92.0,Platoon,1987-02-06,138530565.0
5699,15.0,57.0,4.0,27.0,Playing for Keeps,2012-12-07,13103272.0
5711,16.0,53.0,11.0,34.0,Point Break,2015-12-25,28782481.0
5712,33.0,73.0,70.0,58.0,Point Break,1991-07-12,43218387.0
5713,31.0,66.0,68.0,53.0,Pokémon Detective Pikachu,2019-05-10,144105346.0
5719,21.0,58.0,31.0,39.0,Police Academy 2: Their First Assignment,1985-03-29,55600000.0
5720,21.0,54.0,40.0,33.0,Police Academy 3: Back in Training,1986-03-21,43579163.0
5721,27.0,67.0,55.0,41.0,Police Academy: Special Edition,1984-03-23,81198894.0
5722,41.0,76.0,93.0,78.0,Police Story,1985-12-14,113164.0
5729,39.0,73.0,85.0,77.0,Pom Poko,1995-12-25,372405.0
5730,20.0,55.0,27.0,39.0,Pompeii,2014-02-21,23219748.0
5731,42.0,77.0,91.0,86.0,Ponyo,2009-08-14,15743471.0
5734,75.0,63.0,82.0,63.0,Pope Francis: A Man of His Word,2018-06-14,2008385.0
5735,42.0,77.0,95.0,83.0,Porco Rosso,1994-12-16,443059.0
5739,23.0,57.0,33.0,50.0,Poseidon,2006-05-12,60674817.0
5743,16.0,53.0,8.0,35.0,Post Grad,2009-08-21,6380019.0
5748,25.0,59.0,50.0,44.0,Power Rangers,2017-03-24,85364450.0
5750,22.0,63.0,22.0,46.0,Practical Magic,1998-10-16,46732881.0
5751,41.0,73.0,92.0,78.0,Precious: Based on the Novel Push by Sapphire,2009-11-20,47566524.0
5752,34.0,78.0,81.0,45.0,Predator,1987-06-12,59735548.0
5753,23.0,63.0,31.0,46.0,Predator 2,1990-11-21,30669413.0
5754,30.0,64.0,65.0,51.0,Predators,2010-07-09,52000688.0
5755,38.0,75.0,84.0,69.0,Predestination,2015-01-09,68372.0
5758,16.0,59.0,8.0,29.0,Premonition,2007-03-16,47852604.0
5759,38.0,68.0,91.0,67.0,President,1995-11-17,60079496.0
5765,41.0,78.0,91.0,79.0,Pride,2014-09-12,1446634.0
5767,41.0,78.0,86.0,82.0,Pride and Prejudice,2005-11-23,38405088.0
5768,25.0,58.0,46.0,45.0,Pride and Prejudice and Zombies,2016-02-05,10938134.0
5769,19.0,57.0,15.0,41.0,Priest,2011-05-13,29137000.0
5771,33.0,77.0,76.0,47.0,Primal Fear,1996-04-03,56116183.0
5773,36.0,64.0,82.0,73.0,Prince Avalanche,2013-09-19,205139.0
5774,29.0,67.0,58.0,50.0,Prince of Darkness,1987-10-23,14182492.0
5777,42.0,84.0,93.0,76.0,Princess Mononoke,1997-12-19,4845631.0
5786,39.0,81.0,81.0,70.0,Prisoners,2013-09-20,61002302.0
5790,14.0,55.0,0.0,27.0,Problem Child,1990-07-27,53470891.0
5792,38.0,71.0,87.0,68.0,Professor Marston and the Wonder Women,2017-10-13,1584759.0
5798,24.0,66.0,28.0,48.0,Project X,2012-03-02,54731865.0
5800,11.0,39.0,7.0,17.0,Prom Night,2008-04-11,43869350.0
5801,78.0,71.0,97.0,77.0,Promare,2019-05-24,2313596.0
5802,34.0,70.0,73.0,64.0,Prometheus,2012-06-08,126477084.0
5804,24.0,62.0,39.0,45.0,Proof of Life,2000-12-08,32598931.0
5809,46.0,85.0,96.0,97.0,Psycho,1960-09-08,32000000.0
5819,70.0,60.0,58.0,57.0,Pulling Strings,2013-11-08,5842961.0
5820,46.0,89.0,92.0,94.0,Pulp Fiction,1994-10-14,107928762.0
5821,35.0,66.0,74.0,70.0,Pulse,2005-11-09,51420.0
5827,32.0,66.0,70.0,55.0,Purple Rain,1984-07-27,70261052.0
5828,20.0,61.0,23.0,36.0,Push,2009-02-06,31811527.0
5830,42.0,74.0,100.0,78.0,Pusher 2: With Blood on My Hands,2004-12-25,1605.0
5831,36.0,66.0,86.0,65.0,Puss in Boots,2011-10-28,149260504.0
5835,52.0,67.0,83.0,66.0,Puzzle,2018-09-07,2032018.0
5847,31.0,66.0,64.0,58.0,Quantum of Solace,2008-11-14,168368427.0
5848,28.0,59.0,56.0,53.0,Quarantine,2008-10-10,31691811.0
5849,35.0,68.0,80.0,64.0,Quartet,2013-03-01,18390117.0
5866,30.0,69.0,59.0,51.0,Quigley Down Under,1990-10-19,21413105.0
5872,31.0,71.0,62.0,56.0,Race,2016-02-19,19206207.0
5876,22.0,52.0,35.0,43.0,Racing Stripes,2005-01-14,49772522.0
5888,39.0,80.0,89.0,65.0,Rain Man,1988-12-16,172825435.0
5892,66.0,72.0,96.0,83.0,Raising Victor Vargas,2003-05-02,2078661.0
5899,25.0,70.0,37.0,46.0,Rambo,2008-01-25,42754105.0
5901,26.0,61.0,52.0,45.0,Rampage,2018-04-13,101028233.0
5904,18.0,53.0,15.0,38.0,Random Hearts,1999-10-08,31502583.0
5906,39.0,72.0,88.0,75.0,Rango,2011-03-04,123477607.0
5910,34.0,67.0,75.0,60.0,Ransom,1996-11-08,136492681.0
5912,46.0,82.0,98.0,98.0,Rashomon,1951-12-26,46808.0
5917,35.0,77.0,81.0,54.0,Raw,1987-12-18,50504655.0
5918,38.0,77.0,79.0,73.0,Ray,2004-10-29,75331600.0
5921,40.0,76.0,93.0,71.0,RBG,2018-07-26,14051361.0
5925,35.0,75.0,72.0,64.0,Ready Player One,2018-03-29,137690172.0
5926,31.0,71.0,60.0,56.0,Real,2011-10-07,85468508.0
5928,31.0,71.0,60.0,56.0,Real Steel,2011-10-07,85468508.0
5929,33.0,66.0,66.0,67.0,Reality Bites,1994-02-18,20982557.0
5933,31.0,67.0,30.0,46.0,Rebel in the Rye,2017-09-15,378294.0
5947,34.0,70.0,72.0,60.0,RED,2010-10-15,90380162.0
5948,26.0,66.0,44.0,47.0,Red 2,2013-07-19,53262560.0
5950,17.0,54.0,15.0,31.0,Red Dawn,2012-11-21,44806783.0
5952,33.0,72.0,68.0,60.0,Red Dragon,2002-10-04,93149898.0
5954,31.0,61.0,67.0,61.0,Red Heat,1988-06-17,34994648.0
5955,81.0,67.0,86.0,68.0,Red Obsession,2013-09-06,13199.0
5956,16.0,55.0,10.0,29.0,Red Riding Hood,2011-03-11,37662162.0
5957,27.0,66.0,45.0,53.0,Red Sparrow,2018-03-02,46874505.0
5958,29.0,62.0,60.0,50.0,Red State,2011-09-30,1104682.0
5959,26.0,62.0,49.0,43.0,Redemption,2013-06-28,36895.0
5965,17.0,57.0,15.0,32.0,Regresión,2015-10-02,55039.0
5979,23.0,71.0,27.0,40.0,Remember Me,2010-03-12,19068240.0
5980,58.0,64.0,55.0,53.0,"Remember Me, My Love",2003-02-14,227986.0
5987,14.0,55.0,11.0,19.0,Replicas,2019-01-11,4046429.0
5991,42.0,69.0,98.0,82.0,Repo Man,1984-03-02,129000.0
5992,19.0,63.0,22.0,32.0,Repo Men,2010-03-19,13794835.0
5993,43.0,74.0,88.0,79.0,Reprise,2006-09-08,554826.0
5995,38.0,83.0,79.0,68.0,Requiem for a Dream,2000-12-15,3635482.0
5996,40.0,73.0,90.0,77.0,Rescue Dawn,2007-07-27,5490423.0
5997,42.0,83.0,92.0,79.0,Reservoir Dogs,1992-09-02,2832029.0
5998,22.0,67.0,35.0,33.0,Resident Evil,2002-03-15,40119709.0
5999,19.0,58.0,22.0,37.0,Resident Evil: Afterlife,2010-09-10,60128566.0
6000,24.0,55.0,37.0,49.0,Resident Evil: The Final Chapter,2017-01-27,26830068.0
6002,63.0,70.0,76.0,65.0,Respiro,2002-05-22,1072834.0
6009,52.0,54.0,84.0,73.0,Results,2015-05-29,104507.0
6015,13.0,52.0,0.0,28.0,Return to the Blue Lagoon,1991-08-02,2807854.0
6022,35.0,73.0,67.0,69.0,Revolutionary Road,2009-01-23,22911480.0
6034,21.0,54.0,24.0,49.0,Richie Rich,1994-12-21,38087756.0
6036,30.0,59.0,65.0,54.0,Ricki and the Flash,2015-08-07,26822144.0
6039,28.0,64.0,57.0,49.0,Riddick,2013-09-06,42025135.0
6042,20.0,62.0,18.0,41.0,Ride Along,2014-01-17,134938200.0
6044,79.0,68.0,93.0,63.0,Ride Your Wave,2020-02-19,332432.0
6045,63.0,73.0,80.0,73.0,Riding Alone for Thousands of Miles,2005-12-22,252325.0
6046,26.0,65.0,49.0,43.0,Riding in Cars with Boys,2001-10-19,30165536.0
6047,19.0,60.0,18.0,36.0,Righteous Kill,2008-09-12,40081410.0
6052,13.0,45.0,8.0,25.0,Rings,2017-02-03,27793018.0
6056,34.0,69.0,72.0,63.0,Rio,2011-04-15,143619809.0
6057,27.0,63.0,48.0,49.0,Rio 2,2014-04-11,131538435.0
6060,34.0,73.0,75.0,58.0,Rise of the Guardians,2012-11-21,103412758.0
6062,38.0,76.0,81.0,68.0,Rise of the Planet of the Apes,2011-08-05,176760185.0
6063,28.0,63.0,53.0,51.0,Risen,2016-02-19,36880033.0
6068,72.0,71.0,84.0,74.0,Rize,2005-06-24,3336391.0
6069,23.0,66.0,37.0,36.0,Road House,1989-05-19,30050028.0
6072,38.0,77.0,81.0,72.0,Road to Perdition,2002-07-12,104454762.0
6074,29.0,64.0,57.0,55.0,Road Trip,2000-05-19,68540777.0
6077,17.0,53.0,15.0,32.0,Robin Hood,2018-11-21,30824628.0
6078,27.0,66.0,43.0,53.0,Robin Hood,2010-05-14,105269730.0
6079,25.0,67.0,40.0,44.0,Robin Hood: Men in Tights,1993-07-28,35739755.0
6083,27.0,61.0,48.0,52.0,RoboCop,2014-02-12,58607007.0
