Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
5996,"Action, Biography, Drama, Thriller, War","Independent Films,Action & Adventure,Military Dramas,Movies Based on Real Life,Military Action & Adventure,Dramas","English, Lao, Vietnamese",Movie,4.0,PG-13,7.3,90.0,77.0,2007-07-27
5997,"Crime, Drama, Thriller","Independent Films,Thrillers,Gangster Films,Film Noir,Police Thrillers,Police Movies,Crime Thrillers,Independent Thrillers,Crime Films,Cult Films,Heist Films,Classic Films,Classic Thrillers",English,Movie,4.2,R,8.3,92.0,79.0,1992-09-02
5998,"Action, Horror, Sci-Fi","Horror Films,Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi,Action Sci-Fi & Fantasy,Sci-Fi Thrillers,Action Movies",English,Movie,2.2,R,6.7,35.0,33.0,2002-03-15
5999,"Action, Adventure, Horror, Sci-Fi","Horror Films,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Zombie Horror Films,Action & Adventure,Sci-Fi Horror Films,Gory Horror Films,Action,Futuristic Sci-Fi","English, Japanese, Spanish",Movie,1.9,R,5.8,22.0,37.0,2010-09-10
6000,"Action, Horror, Sci-Fi","Gory Horror Movies,Horror Movies,Action & Adventure,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Zombie Horror Films,US Movies,Futuristic Sci-Fi",English,Movie,2.4,R,5.5,37.0,49.0,2017-01-27
6002,Drama,"Dramas,Comedies,Italian Movies","Italian, Sicilian",Movie,6.3,PG-13,7.0,76.0,65.0,2002-05-22
6009,"Comedy, Romance","Independent Films,Comedies,Independent Comedies","English, Japanese",Movie,5.2,R,5.4,84.0,73.0,2015-05-29
6015,"Adventure, Drama, Romance","Romantic Films,Action & Adventure,Romantic Films based on a book,Adventures,Dramas,Romantic Dramas,Dramas based on a book,Films Based on Books,US Movies",English,Movie,1.3,PG-13,5.2,0.0,28.0,1991-08-02
6019,Documentary,"Documentaries,Political Documentaries",English,Movie,8.3,TV-14,7.4,88.0,70.0,2018-09-13
6022,"Drama, Romance","Dramas,Romantic Dramas,20th Century Period Pieces,Dramas based on a book,Tearjerkers,Romantic Films,Dramas based on contemporary literature,Movies Based on Books,US Movies",English,Movie,3.5,R,7.3,67.0,69.0,2009-01-23
6034,"Comedy, Family","Family Features,Family Comedies,Children & Family Films,Films for ages 8 to 10,Comedies,US Movies","English, Latin",Movie,2.1,PG,5.4,24.0,49.0,1994-12-21
6036,"Comedy, Drama, Music","Musicals,Comedies,Music & Musicals,Dramas",English,Movie,3.0,PG-13,5.9,65.0,54.0,2015-08-07
6039,"Action, Adventure, Sci-Fi, Thriller","Horror Films,Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi,Monster Films,Action Sci-Fi & Fantasy,Alien Sci-Fi,Crime Films,Sci-Fi Adventure,Adventures,Crime Action & Adventure,Futuristic Sci-Fi",English,Movie,2.8,R,6.4,57.0,49.0,2013-09-06
6041,"Comedy, Drama","Independent Films,Thrillers",English,Movie,5.6,R,5.7,52.0,48.0,2015-05-01
6042,"Action, Comedy, Crime","Comedies,Crime Films,Crime Comedies,Action & Adventure,Action Comedies,Crime Action & Adventure,Blockbuster Action & Adventure,Comedy Blockbusters,US Movies,Police Action & Adventure,Police Movies,Laugh-Out-Loud Comedies,Police Detective Movies","English, Ukrainian",Movie,2.0,PG-13,6.2,18.0,41.0,2014-01-17
6043,"Biography, Drama, Sport","Children & Family Movies,Movies Based on Real Life,Social Issue Dramas,Australian Movies,Dramas,Independent Movies,Family Features,Family Features",English,Movie,6.6,PG,7.0,68.0,47.0,2020-03-13
6044,"Animation, Comedy, Drama, Family, Fantasy, Romance","Sci-Fi & Fantasy,Anime Movies,Romantic Movies,Japanese Movies,Sci-Fi & Fantasy Anime,Romance Anime",Japanese,Movie,7.9,Not Rated,6.8,93.0,63.0,2020-02-19
6045,Drama,"International Movies,Asian Movies,Dramas,Independent Films,Independent Dramas","Mandarin, Japanese",Movie,6.3,PG,7.3,80.0,73.0,2005-12-22
6046,"Biography, Comedy, Drama","Dramas,Dramas based on a book,Biographical Dramas,Dramas based on real life,Dramas based on contemporary literature,Films Based on Real Life,Comedies,Films Based on Books",English,Movie,2.6,PG-13,6.5,49.0,43.0,2001-10-19
6047,"Crime, Drama, Mystery, Thriller","Crime Films,Dramas,Thrillers,Crime Thrillers,Crime Dramas","English, Spanish, Russian",Movie,1.9,R,6.0,18.0,36.0,2008-09-12
6052,"Drama, Horror, Mystery, Romance","Horror Films,Supernatural Horror Films,Movies Based on Books",English,Movie,1.3,PG-13,4.5,8.0,25.0,2017-02-03
6056,"Animation, Adventure, Comedy, Crime, Family, Musical","Children & Family Movies,Animal Tales,Comedies,Kids Music,Family Comedies,US Movies","English, Portuguese",Movie,3.4,G,6.9,72.0,63.0,2011-04-15
6057,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Family Features,Animal Tales,Family Feature Animation,Family Comedies,Family Adventures,Children & Family Films,Films for ages 8 to 10,Comedies,Films for ages 11 to 12,Films for ages 5 to 7,US Movies","English, Portuguese",Movie,2.7,G,6.3,48.0,49.0,2014-04-11
6060,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Family Features,Family Feature Animation,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films based on childrens books,Movies Based on Books","English, French",Movie,3.4,PG,7.3,75.0,58.0,2012-11-21
6061,"Action, Biography, Drama","Martial Arts Films,Crime Dramas,Asian Action Films,Dramas,Action & Adventure,Gangster Films,Crime Action & Adventure,Chinese Movies,Crime Movies,Period Pieces,International Action & Adventure,International Dramas","Mandarin, Chinese, Cantonese, English",Movie,6.6,Not Rated,6.5,63.0,62.0,2016-03-11
6062,"Action, Drama, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Action & Adventure,Adventures,Movies Based on Books,US Movies,Action Movies","English, Sign Languages",Movie,3.8,PG-13,7.6,81.0,68.0,2011-08-05
6063,"Action, Drama, History, Mystery","Dramas,Dramas based on a book,US Movies,Faith & Spirituality,Faith & Spirituality Movies",English,Movie,2.8,PG-13,6.3,53.0,51.0,2016-02-19
6068,"Documentary, Music","Social & Cultural Documentaries,Documentaries,Hip-Hop,Hip-Hop,Documentary Films,Documentary Films",English,Movie,7.2,PG-13,7.1,84.0,74.0,2005-06-24
6069,"Action, Thriller","Action Thrillers,Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Police Movies,Cult Films","English, Portuguese",Movie,2.3,R,6.6,37.0,36.0,1989-05-19
6072,"Crime, Drama, Thriller","Thrillers,Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films",English,Movie,3.8,R,7.7,81.0,72.0,2002-07-12
6074,Comedy,"Comedies,Teen Movies,Laugh-Out-Loud Comedies,US Movies,Late Night Comedies",English,Movie,2.9,R,6.4,57.0,55.0,2000-05-19
6077,"Action, Adventure, Drama, Thriller","Adventures,Action & Adventure","English, Arabic",Movie,1.7,PG-13,5.3,15.0,32.0,2018-11-21
6078,"Action, Adventure, Drama, History","Period Pieces,Action & Adventure,Adventures,Social Issue Dramas,Dramas,Blockbuster Action & Adventure,US Movies,Historical Movies,Historical Dramas","English, French, Ukrainian",Movie,2.7,PG-13,6.6,43.0,53.0,2010-05-14
6079,"Adventure, Comedy, Musical, Romance","Slapstick Comedies,Spoofs & Satires,Comedies,Laugh-Out-Loud Comedies,US Movies",English,Movie,2.5,PG-13,6.7,40.0,44.0,1993-07-28
6083,"Action, Crime, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Police Action & Adventure,Action & Adventure,Police Movies,Crime Action & Adventure,Comic Book and Superhero Films,Sci-Fi,Action Movies","English, Persian, Ukrainian",Movie,2.7,PG-13,6.1,48.0,52.0,2014-02-12
6084,"Animation, Adventure, Comedy, Family, Sci-Fi","Family Features,Sci-Fi & Fantasy,Family Feature Animation,Family Comedies,Family Sci-Fi & Fantasy,Children & Family Films,Films for ages 8 to 10,Films for ages 5 to 7,Comedies,US Movies","English, Italian",Movie,3.2,PG,6.3,64.0,64.0,2005-03-11
6089,"Action, Crime, Thriller","Gangster Films,Action Thrillers,Action Comedies,Comedies,Police Action & Adventure,Action & Adventure,Police Movies,Crime Action & Adventure,Dark Comedies,Crime Comedies,Crime Films,British Films,British Comedies,British Action & Adventure,British Crime Films","English, Russian",Movie,3.1,R,7.3,60.0,53.0,2008-10-31
6092,"Drama, Sport","Classic Films,Dramas,Classic Dramas,Action & Adventure,Classic Action & Adventure,Sports Films,Sports Dramas",English,Movie,4.1,PG,8.1,94.0,70.0,1976-12-03
6093,"Action, Drama, Sport","Dramas,Sports Dramas,Action & Adventure,Sports Films","English, Spanish",Movie,3.5,PG,7.1,77.0,63.0,2006-12-20
6095,"Drama, Sport","Action & Adventure,Sports Films,Dramas,Sports Dramas","English, Italian",Movie,3.4,PG,7.3,71.0,61.0,1979-06-15
6096,"Drama, Sport","Action & Adventure,Sports Films,Dramas,Sports Dramas",English,Movie,3.1,PG,6.8,63.0,57.0,1982-05-28
6097,"Drama, Sport","Action & Adventure,Sports Films,Dramas,Sports Dramas","English, Russian",Movie,2.5,PG,6.9,40.0,40.0,1985-11-27
6098,"Drama, Sport","Action & Adventure,Sports Films,Dramas,Sports Dramas","English, Italian",Movie,2.3,PG-13,5.3,31.0,55.0,1990-11-16
6104,Comedy,"Comedies,Slapstick Comedies,Slapstick Comedies,Comedies,Late Night Comedies,Laugh-Out-Loud Comedies,US Movies,Raunchy Comedies,Buddy Comedies",English,Movie,3.4,R,6.8,77.0,61.0,2008-11-07
6107,"Documentary, Biography, History, Music","Music & Concert Documentaries,Music & Musicals,Social & Cultural Docs,Biographical Documentaries,Biographical Movies,Documentaries,Rock & Pop Concerts",English,Movie,6.5,TV-MA,7.6,92.0,86.0,2019-06-12
6110,"Comedy, Romance","Dramas,Romantic Dramas,Classic Comedies,Romantic Favourites,Romantic Comedies,Classic Romantic Films,Classic Films,Comedies,Classic Dramas,Romantic Films","English, Italian, German",Movie,4.2,Not Rated,8.0,97.0,78.0,1953-09-02
6111,"Crime, Drama, Thriller","Biographical Dramas,Dramas,Dramas based on Real Life,Social Issue Dramas,US Movies,Movies Based on Real Life","English, Spanish, Armenian",Movie,2.9,PG-13,6.5,54.0,58.0,2017-11-22
6115,"Drama, Thriller","British Movies,Dramas",English,Movie,7.7,R,5.4,80.0,58.0,2020-07-24
6117,"Comedy, Romance","International Movies,Romantic Comedies,French Films,Comedies,Romantic Films,French Comedies,Romantic French Movies",French,Movie,3.7,PG-13,6.9,86.0,69.0,2011-11-25
6118,"Drama, Romance","Romantic Dramas,Dramas,Award-winning Movies,BAFTA Award-Winning Films,Romantic Films",English,Movie,3.3,PG-13,6.7,72.0,60.0,1996-11-01
6120,"Action, Crime, Thriller","Crime Films,Action & Adventure,Martial Arts Films,Crime Action & Adventure,US Movies","English, Chinese",Movie,2.4,R,6.1,32.0,52.0,2000-03-22
6124,"Action, Crime, Thriller","Police Action & Adventure,Action Thrillers,Action & Adventure,Crime Action & Adventure,Police Movies,Crime Films,Spy Action & Adventure,Heist Films","English, French, Russian",Movie,3.5,R,7.3,68.0,67.0,1998-09-25
6130,"Drama, Thriller","Award-winning Movies,Golden Globe Award-winning Films,Dramas based on a book,Dramas,Independent Movies,Movies Based on Books,Canadian Movies,Canadian Dramas,Canadian Independent Films,Critically-acclaimed Canadian Films",English,Movie,4.3,R,8.1,93.0,86.0,2016-01-22
6142,"Drama, Horror","Satanic Stories,Classic Thrillers,Horror Films,Thrillers,Supernatural Horror Films,Classic Films,Supernatural Thrillers,Psychological Thrillers,Movies Based on Books,Psychological Horror Movies,Chilling Horror Movies,US Movies",English,Movie,4.5,Approved,8.0,96.0,96.0,1968-06-12
6145,"Comedy, Crime, Thriller","Comedies,Dark Comedies,US Movies,Late Night Comedies","English, Spanish",Movie,2.5,R,5.2,44.0,51.0,2017-06-16
6148,"Comedy, Romance","Romantic Films,Comedies,Romantic Comedies,Romantic Favourites,Classic Romantic Films,Classic Films,Classic Comedies",English,Movie,3.8,PG,6.6,88.0,73.0,1987-06-19
6154,"Animation, Action, Crime, Drama, Thriller","Hungarian Movies,Action Thrillers,Crime Action & Adventure,Heist Action & Adventure,Action & Adventure,Animation,Crime Movies,Heist Movies,International Action & Adventure,Action Movies,Adult Animation","English, Hungarian, Italian",Movie,5.7,R,7.5,82.0,75.0,2019-02-15
6156,"Biography, Drama, Sport","Dramas,20th Century Period Pieces,Family Features,Football Films,Sports Dramas,Children & Family Films,Films for ages 8 to 10,Biographical Dramas,Tearjerkers,Films for ages 11 to 12,Dramas based on real life,Sports Films,Family Dramas,Films Based on Real Life,US Movies","English, Spanish",Movie,3.7,PG,7.5,78.0,71.0,1993-10-22
6158,"Animation, Adventure, Comedy, Family, Romance","Family Comedies,Family Adventures,Children & Family Films,Films for ages 8 to 10,Family Animation,Films for ages 5 to 7,Comedies,US Movies","English, French",Movie,3.3,G,6.1,76.0,62.0,2000-11-17
6160,"Comedy, Drama, Romance","Showbiz Dramas,Romantic Favourites,20th Century Period Pieces,Romantic Films,Romantic Dramas,Dramas,Romantic Comedies,Comedies",English,Movie,2.9,PG-13,5.7,55.0,60.0,2016-11-23
6161,"Action, Comedy, Crime, Thriller","Action Comedies,Asian Movies,Comedies,International Movies,Action Thrillers,Action & Adventure","Cantonese, English",Movie,3.5,R,6.8,80.0,61.0,1996-02-23
6162,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites,US Movies","English, Spanish",Movie,1.8,PG-13,5.5,19.0,35.0,2005-12-25
6163,"Action, Crime, Thriller","Crime Action & Adventure,Crime Movies,Gangster Movies,Action & Adventure,Action Thrillers,Action Movies",English,Movie,3.1,R,6.6,59.0,59.0,2015-03-13
6166,"Comedy, Romance","Comedies,Romantic Films,Romantic Comedies",English,Movie,2.3,PG,5.6,46.0,39.0,1999-07-30
6180,"Action, Biography, Drama, Sport","Dramas,20th Century Period Pieces,Critically-acclaimed Action & Adventure,Critically-acclaimed Films,Sports Dramas,Biographical Dramas,Critically-acclaimed Dramas,Action & Adventure,Dramas based on real life,Movies Based on Real Life,British Action & Adventure,British Dramas,Sports Movies,British Movies","English, German, Italian, French, Spanish",Movie,4.0,R,8.1,88.0,74.0,2013-09-27
6181,"Action, Comedy, Crime, Thriller","Action Comedies,Comedies,Action Thrillers,Action & Adventure,Martial Arts Movies,Crime Action & Adventure,US Movies,Crime Comedies,Crime Movies,Blockbuster Action & Adventure,Action","English, Cantonese, Mandarin",Movie,3.2,PG-13,7.0,61.0,60.0,1998-09-18
6182,"Action, Comedy, Crime, Thriller","Crime Films,Gangster Films,Action Thrillers,Action Comedies,Comedies,Crime Comedies,Martial Arts Films,Action & Adventure,Crime Action & Adventure,Gangster Action & Adventure,US Movies,Blockbuster Action & Adventure,Action,Police Action & Adventure,Police Movies","English, Mandarin, Cantonese",Movie,2.8,PG-13,6.6,52.0,48.0,2001-08-03
6183,"Action, Comedy, Crime, Thriller","Crime Films,Gangster Films,Action Thrillers,Action Comedies,Comedies,Crime Comedies,Martial Arts Films,Action & Adventure,Crime Action & Adventure,Blockbuster Action & Adventure,Action,US Movies","English, French, Japanese, Mandarin, Latin",Movie,2.1,PG-13,6.2,18.0,44.0,2007-08-10
6192,"Drama, Romance","Independent Dramas,Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,International Dramas,International Movies,Sports Dramas,Dramas based on a book,French Films,Sports Films,Romantic Films,Movies Based on Books","French, English",Movie,3.8,R,7.5,82.0,73.0,2012-05-17
6193,"Crime, Drama, Thriller","Thriller Movies,Thriller Movies,Crime Thrillers,Crime Thrillers",English,Movie,5.0,R,5.9,84.0,59.0,2020-11-27
6198,"Action, Adventure, Crime, Thriller","Action Thrillers,Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Police Movies,Crime Films,Blockbuster Action & Adventure,Action,Crime Action","English, Spanish, French",Movie,2.5,PG-13,6.0,48.0,45.0,2003-08-08
6203,"Action, Crime, Drama, Thriller","Dramas,Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Dramas,Crime Movies,Heist Movies,Crime Action,Action Movies","English, Spanish",Movie,2.0,R,5.7,22.0,41.0,2014-03-28
6204,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favorites,US Movies","English, French",Movie,3.1,PG,6.3,65.0,56.0,1995-12-15
6209,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Movies,Heist Movies","English, Mandarin, Russian",Movie,3.0,R,6.5,58.0,55.0,2012-04-27
6210,"Drama, Romance, Thriller","Dramas,Romantic Dramas,Dramas based on a book,Tearjerkers,Romantic Films,Films Based on Books,Romantic Favourites,US Movies","English, Portuguese",Movie,1.9,PG-13,6.7,13.0,34.0,2013-02-14
6211,"Action, Thriller","Crime Action & Adventure,Action & Adventure,Action Thrillers,Crime Movies,Action,Spy Action & Adventure,US Movies,Crime Action","English, Afrikaans",Movie,2.9,R,6.7,53.0,52.0,2012-02-10
6212,"Comedy, Drama, Romance","Independent Films,Romantic Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films,Quirky Romance",English,Movie,3.9,R,7.0,91.0,72.0,2012-06-15
6215,"Action, Adventure, Comedy","Action Thrillers,Action & Adventure,Adventures,Comedies,Movies Based on Books,Action Comedies","English, French, Arabic",Movie,2.3,PG-13,6.0,38.0,41.0,2005-04-08
6235,"Action, Thriller","Action Thrillers,Action & Adventure,Action Movies,Spy Action & Adventure","English, Russian, Korean",Movie,3.2,PG-13,6.4,62.0,65.0,2010-07-23
6241,"Biography, Drama","Dramas based on Real Life,Social Issue Dramas,Dramas,Dramas based on Books,Films Based on Real Life,Films Based on Books,Faith & Spirituality,Faith & Spirituality Films",English,Movie,4.3,PG-13,6.6,40.0,47.0,2017-10-20
6243,"Documentary, Music","Critically-acclaimed Documentaries,Music & Musicals,Documentaries,Social & Cultural Documentaries,Music & Concert Documentaries,Rap & Hip-Hop,Documentaries,Music and Concert Movies",English,Movie,8.5,Not Rated,6.4,93.0,64.0,2013-09-13
6248,"Action, Adventure, Thriller","Action & Adventure,Action",English,Movie,2.5,PG-13,6.1,49.0,43.0,2015-05-29
6249,"Action, Adventure, Drama, Thriller","Action Thrillers,Action & Adventure,Adventures",English,Movie,2.2,R,5.9,30.0,42.0,2011-02-04
6250,"Action, Drama, War","Military Action & Adventure,Dramas,Independent Films,Dramas based on real life,Independent Action & Adventure,Action & Adventure,Military Dramas,Independent Dramas","English, Arabic",Movie,2.6,TV-MA,6.3,47.0,45.0,2017-04-21
6253,Comedy,Comedies,English,Movie,2.0,TV-14,5.2,27.0,40.0,2017-04-14
6264,"Drama, War","Dramas,International Dramas,International Movies,Dramas based on a book,French Films,Tearjerkers,Dramas based on contemporary literature,Movies Based on Books,Movies Based on Books","French, English, Italian, German, Yiddish",Movie,3.4,PG-13,7.5,72.0,59.0,2011-07-22
6275,"Drama, Music","Dramas,Classic Dramas,Classic Movies,US Movies","English, Italian",Movie,3.8,R,6.8,82.0,77.0,1977-12-16
6276,"Animation, Adventure, Comedy, Fantasy","Dark Comedies,Adult Animation,Comedies,Action & Adventure,Late Night Comedies,Adventures,Comedy Blockbusters,US Movies",English,Movie,3.5,R,6.1,82.0,66.0,2016-08-12
6277,"Crime, Thriller","Thrillers,Gangster Films,Police Thrillers,Police Movies,Crime Thrillers,Dramas,Crime Movies,Crime Dramas,Movies Based on Books,US Movies,Thrillers based on Books","English, Spanish",Movie,2.9,R,6.5,50.0,59.0,2012-07-06
6279,"Comedy, Sci-Fi, Thriller","Korean Comedies,Korean Thrillers,Blue Dragon Film Award-winning Movies,Korean Movies,Thrillers,Sci-Fi Thrillers,Sci-Fi & Fantasy,Alien Sci-Fi,Dark Comedies,Comedies,Award-winning Movies",Korean,Movie,5.1,Not Rated,7.3,90.0,70.0,2003-04-04
6280,"Drama, Music, Romance","Dramas,Romantic Dramas,Romantic Favourites,Teen Dramas,Romantic Films,African-American Dramas,Teen Movies,US Movies",English,Movie,3.3,PG-13,6.2,83.0,53.0,2001-01-12
6283,"Adventure, Comedy, Western","Mexican Films,Mexican Comedies,Latin American Films,Action Comedies,Comedies,Action & Adventure",Spanish,Movie,7.1,PG-13,5.9,68.0,56.0,2011-09-02
6284,"Drama, War","Award-winning Movies,Academy Award-Winning Films,BAFTA Award-Winning Films,Golden Globe Award-winning Films,Action & Adventure,Military Dramas,Military Action & Adventure,Dramas,Tearjerkers,Blockbuster Action & Adventure,US Movies","English, French, German, Czech",Movie,4.5,R,8.6,93.0,91.0,1998-07-24
6286,"Horror, Mystery","Horror Films,Slasher and Serial Killer Films",English,Movie,2.4,R,6.6,36.0,40.0,2005-10-28
6287,"Crime, Horror, Mystery, Thriller","Horror Films,Slasher and Serial Killer Films",English,Movie,2.3,R,6.2,28.0,48.0,2006-10-27
6288,"Horror, Mystery, Thriller","Horror Films,Slasher and Serial Killer Films",English,Movie,2.1,R,6.0,39.0,30.0,2009-10-23
6295,Drama,"Crime Comedies,Crime Movies,Middle Eastern Movies,Comedies,Heist Movies,Egyptian Movies,International Comedies",English,Movie,3.7,R,7.3,75.0,72.0,1973-04-11
6296,"Crime, Drama","Gangster Films,Action Thrillers,Police Action & Adventure,Action & Adventure,Police Movies,Crime Action & Adventure,Dramas,Crime Films,Crime Dramas,Thrillers,Crime Thrillers,Classic Dramas,Classic Films,Classic Thrillers,US Movies,Classic International Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Modern Classics","English, Spanish",Movie,3.8,R,8.3,82.0,65.0,1983-12-09
6298,Comedy,"Horror Films,Spoofs & Satires,Teen Screams,Comedies,Gory Horror Films,Horror Comedy,Laugh-Out-Loud Comedies,US Movies",English,Movie,2.7,R,6.2,52.0,48.0,2000-07-07
6299,"Comedy, Horror","Horror Films,Spoofs & Satires,Teen Screams,Comedies,Horror Comedy,Laugh-Out-Loud Comedies,US Movies",English,Movie,1.6,R,5.3,15.0,29.0,2001-07-04
6300,"Comedy, Horror","Horror Films,Spoofs & Satires,Supernatural Horror Films,Comedies,Dark Comedies,Horror Comedy,Slapstick Comedies,Laugh-Out-Loud Comedies,US Movies",English,Movie,2.3,PG-13,5.5,35.0,49.0,2003-10-24
6301,"Comedy, Horror","Spoofs & Satires,Comedies","English, Japanese",Movie,2.1,PG-13,5.1,35.0,40.0,2006-04-14
6302,"Comedy, Horror","Spoofs & Satires,Comedies,Horror Movies,Supernatural Horror Movies,Horror Comedies,Laugh-Out-Loud Comedies,US Movies,Late Night Comedies,Late Night Comedies","English, Spanish, Latin",Movie,0.8,PG-13,3.5,4.0,11.0,2013-04-12
6303,"Adventure, Horror, Mystery","Horror Movies,Movies Based on Books,Supernatural Horror Movies,Teen Screams",English,Movie,3.3,PG-13,6.2,77.0,61.0,2019-08-09
6304,Drama,"Dramas,Dramas based on a book,Dramas based on contemporary literature,Films Based on Books,Classic Dramas,Classic Films,US Movies,Classic International Movies",English,Movie,3.8,R,8.0,89.0,59.0,1993-01-08
6306,"Biography, Drama, History","Dramas,Military Dramas,20th Century Period Pieces,Dramas based on a book,Biographical Dramas,Tearjerkers,Dramas based on real life,Dramas based on contemporary literature,Movies Based on Real Life,Movies Based on Books,Classic Dramas,Classic Movies,Classic War Films,Critically Acclaimed Films,Critically Acclaimed Dramas,Oscar-Winning Films,Modern Classics,Golden Globe Award-Winning Films,US Movies,Classic International Movies,Award-winning Dramas,Historical Dramas","English, Hebrew, German, Polish, Latin",Movie,4.7,R,8.9,97.0,94.0,1994-02-04
6309,"Comedy, Drama, Musical","Comedies,Dramas",English,Movie,4.5,R,6.0,56.0,52.0,1988-02-12
6311,"Comedy, Music","Comedies,Music & Musicals,Laugh-Out-Loud Comedies,Critically Acclaimed Films,Critically Acclaimed Comedies,Family Cozy Time,US Movies",English,Movie,4.1,PG-13,7.1,91.0,82.0,2003-10-03
6318,"Adventure, Comedy, Family, Fantasy, Mystery","Family Features,Family Comedies,Family Adventures,Children & Family Films,Comedies,Teen Comedies,Sci-Fi & Fantasy,Adventures,Fantasy,Mysteries,Slapstick Comedies,Family Sci-Fi & Fantasy,Action & Adventure,Blockbuster Action & Adventure,US Movies",English,Movie,1.9,PG,5.1,31.0,35.0,2002-06-14
6319,"Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi","Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Comedies,Mysteries,Slapstick Comedies,US Movies,Family Features",English,Movie,1.8,PG,5.1,22.0,34.0,2004-03-26
6321,"Comedy, Crime, Fantasy, Mystery","Independent Films,Romantic Comedies,Independent Comedies,Comedies,Romantic Films,British Movies",English,Movie,2.6,PG-13,6.6,41.0,48.0,2006-07-28
6323,"Action, Comedy, Fantasy, Romance","Action,Comedies,Martial Arts Films,Action Comedies,Action & Adventure,Teen Films,US Movies,Laugh-Out-Loud Comedies",English,Movie,3.8,PG-13,7.5,82.0,69.0,2010-08-13
6324,"Action, Comedy, Horror","Comedies,Horror Films,Zombie Horror Films,Teen Screams,Dark Comedies,Horror Comedies,Laugh-Out-Loud Comedies,Gory Horror Movies,US Movies",English,Movie,2.3,R,6.3,44.0,32.0,2015-10-30
6326,"Horror, Mystery","Horror Films,Slasher and Serial Killer Films,Crime Movies,Gory Horror Movies",English,Movie,2.9,R,6.1,60.0,52.0,2011-04-15
6331,"Crime, Drama","Anime Series,Japanese TV Shows,Romance Anime,Seinen Anime,TV Shows Based on Manga,TV Shows Based on Comics",English,Series,4.1,R,7.6,89.0,78.0,1979-09-28
6333,"Drama, Thriller","Thrillers,Dramas",Korean,Movie,7.0,Not Rated,6.9,77.0,61.0,2014-08-13
6334,"Crime, Drama, Mystery, Romance, Thriller","Mysteries,Crime Movies,Crime Thrillers,Thrillers",English,Movie,3.5,R,6.8,76.0,66.0,1989-09-15
6337,"Drama, Mystery, Thriller","Thrillers,Mysteries,US Movies,Dramas,Critically Acclaimed Films,Critically Acclaimed Dramas",English,Movie,4.0,PG-13,7.6,92.0,71.0,2018-08-31
6338,"Action, Adventure, Fantasy","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Action Thrillers,Period Pieces,Action & Adventure","English, Latin",Movie,1.6,PG-13,5.4,11.0,28.0,2011-01-07
6345,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Movies,US Movies,Romantic Favorites","English, Mandarin",Movie,2.5,PG-13,5.8,44.0,46.0,2018-12-21
6353,"Crime, Drama, Mystery, Thriller","Police Mysteries,Mysteries,Police Thrillers,Crime Thrillers,Dramas,Police Movies,Crime Dramas,Police Dramas,Thrillers,Psychological Thrillers,Crime Movies,Movies Based on Books",English,Movie,2.5,PG-13,6.3,39.0,45.0,2015-11-20
6356,Drama,"Korean Drama Movies,Dramas,Korean Movies,Blue Dragon Film Award-winning Movies,Award-winning Movies,Dramas based on Books,Baeksang Arts Awards Winners",Korean,Movie,5.7,Not Rated,7.5,94.0,84.0,2010-12-22
6359,"Drama, Mystery, Thriller","Thrillers,Crime Thrillers,Psychological Thrillers,Crime Movies,Movies Based on Books",English,Movie,2.6,PG-13,6.6,46.0,46.0,2004-03-12
6360,"Comedy, Drama, Romance","Independent Films,Award-winning Movies,Dark Comedies,Romantic Dramas,Romantic Comedies,Dramas,Comedies,Romantic Movies,Movies Based on Books,Romantic Independent Movies",English,Movie,3.5,R,7.0,76.0,63.0,2002-10-11
